Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
S10 1LG,Live,E01008066,Sheffield 028B E01008066,23720,8,30719,10,0.036,32425,10,0.023,29323,9,16252,5,11705,4,7256,3,11392,4,31460,10,0.029,9169,3,0.238
S10 1LH,Live,E01008066,Sheffield 028B E01008066,23720,8,30719,10,0.036,32425,10,0.023,29323,9,16252,5,11705,4,7256,3,11392,4,31460,10,0.029,9169,3,0.238
S10 1LJ,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1LL,Live,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1LN,Live,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1LP,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1LQ,Live,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1LR,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1LS,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1LT,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1LU,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1LW,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1LX,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1LY,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1LZ,Live,E01008066,Sheffield 028B E01008066,23720,8,30719,10,0.036,32425,10,0.023,29323,9,16252,5,11705,4,7256,3,11392,4,31460,10,0.029,9169,3,0.238
S10 1NA,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1NB,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1ND,Live,E01008066,Sheffield 028B E01008066,23720,8,30719,10,0.036,32425,10,0.023,29323,9,16252,5,11705,4,7256,3,11392,4,31460,10,0.029,9169,3,0.238
S10 1NE,Live,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1NF,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1NG,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1NH,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1NJ,Live,E01008069,Sheffield 028C E01008069,26912,9,29964,10,0.04,32203,10,0.027,30221,10,17425,6,20807,7,13688,5,10836,4,25458,8,0.069,13545,5,0.18
S10 1NL,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1NN,Live,E01008066,Sheffield 028B E01008066,23720,8,30719,10,0.036,32425,10,0.023,29323,9,16252,5,11705,4,7256,3,11392,4,31460,10,0.029,9169,3,0.238
S10 1NP,Live,E01008066,Sheffield 028B E01008066,23720,8,30719,10,0.036,32425,10,0.023,29323,9,16252,5,11705,4,7256,3,11392,4,31460,10,0.029,9169,3,0.238
S10 1NQ,Live,E01008066,Sheffield 028B E01008066,23720,8,30719,10,0.036,32425,10,0.023,29323,9,16252,5,11705,4,7256,3,11392,4,31460,10,0.029,9169,3,0.238
S10 1NR,Live,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1NS,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1NT,Live,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1NU,Live,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1NW,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1NX,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1NY,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1NZ,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1PA,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1PB,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1PD,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1PE,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1PF,Live,E01008151,Sheffield 024A E01008151,18438,6,20860,7,0.084,18195,6,0.088,18602,6,17215,6,7849,3,24301,8,9595,3,24404,8,0.077,12626,4,0.191
S10 1PG,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1PH,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1PJ,Live,E01008151,Sheffield 024A E01008151,18438,6,20860,7,0.084,18195,6,0.088,18602,6,17215,6,7849,3,24301,8,9595,3,24404,8,0.077,12626,4,0.191
S10 1PL,Terminated,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1PQ,Terminated,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1PZ,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QA,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QB,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QD,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QE,Live,E01008153,Sheffield 024B E01008153,16257,5,15938,5,0.118,16126,5,0.098,12763,4,10607,4,15728,5,28603,9,11691,4,19695,6,0.114,9746,3,0.229
S10 1QF,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QG,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QH,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QJ,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QL,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QN,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QP,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1QQ,Live,E01008074,Sheffield 028D E01008074,27442,9,26373,9,0.057,31420,10,0.033,29007,9,19426,6,21790,7,22959,7,9950,4,17128,6,0.14,21059,7,0.111
S10 1QR,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QS,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QU,Live,E01008154,Sheffield 024C E01008154,18451,6,15018,5,0.125,20720,7,0.077,13071,4,14333,5,12226,4,27817,9,19199,6,16235,5,0.15,9576,3,0.231
S10 1QW,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1QX,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1QY,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1QZ,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1RA,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1RB,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1RD,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1RE,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1SA,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1SB,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1SD,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1SE,Live,E01008152,Sheffield 025C E01008152,17861,6,17113,6,0.109,17985,6,0.089,16966,6,12086,4,10871,4,23753,8,17411,6,18414,6,0.126,16029,5,0.154
S10 1SF,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1SG,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1SH,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1SJ,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1SL,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1SN,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1SP,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1SQ,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1SR,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1SS,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1ST,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1SU,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1SW,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1SX,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1SY,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1TA,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1TB,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1TD,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1TE,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1TF,Live,E01008159,Sheffield 029D E01008159,28981,9,26648,9,0.056,29625,10,0.043,25273,8,23144,8,28269,9,30705,10,11254,4,26841,9,0.061,17943,6,0.136
S10 1TG,Live,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1TH,Live,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1TJ,Terminated,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 1TZ,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1UA,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 1UB,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 1UD,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 1UF,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1UG,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 1UH,Live,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1UJ,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1UL,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 1UN,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 1UP,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 1UQ,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 1UR,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 1US,Terminated,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1UT,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1UU,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1UW,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1UX,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1UY,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1UZ,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1WA,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1WB,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1WD,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 1WE,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1WF,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 1WG,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1WH,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1WJ,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1WL,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 1WN,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1WP,Live,E01007960,Sheffield 029B E01007960,29013,9,27960,9,0.05,30519,10,0.038,24034,8,24681,8,25136,8,25768,8,12392,4,27807,9,0.055,21261,7,0.11
S10 1WQ,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 1WR,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 1WS,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1WT,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1WU,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1WW,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1WX,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1WY,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1WZ,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1XA,Terminated,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1XB,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1XD,Terminated,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1XE,Terminated,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 1XF,Terminated,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1XG,Terminated,E01008064,Sheffield 028A E01008064,27763,9,28390,9,0.048,30178,10,0.04,21825,7,22773,7,20857,7,17638,6,17044,6,23686,8,0.081,14709,5,0.167
S10 1XH,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1XJ,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 1XL,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
